,State,Year,Quater,Transaction_area,Registered_Users
6916,tamil-nadu,2024,1,kancheepuram,1636613
6917,tamil-nadu,2024,1,tiruppur,1450347
6918,tamil-nadu,2024,1,salem,1286923
6919,tamil-nadu,2024,1,madurai,1160424
6920,tamil-nadu,2024,1,krishnagiri,1103984
6921,tamil-nadu,2024,1,tiruchirappalli,974721
6922,tamil-nadu,2024,2,chennai,3447286
6923,tamil-nadu,2024,2,thiruvallur,2888323
6924,tamil-nadu,2024,2,coimbatore,2453619
6925,tamil-nadu,2024,2,chengalpattu,2351888
6926,tamil-nadu,2024,2,kancheepuram,1698969
6927,tamil-nadu,2024,2,tiruppur,1506694
6928,tamil-nadu,2024,2,salem,1337032
6929,tamil-nadu,2024,2,madurai,1205081
6930,tamil-nadu,2024,2,krishnagiri,1146774
6931,tamil-nadu,2024,2,tiruchirappalli,1012247
6932,tamil-nadu,2024,3,chennai,5387490
6933,tamil-nadu,2024,3,coimbatore,2624716
6934,tamil-nadu,2024,3,chengalpattu,2254071
6935,tamil-nadu,2024,3,tiruppur,1682241
6936,tamil-nadu,2024,3,tiruvallur,1651599
6937,tamil-nadu,2024,3,salem,1448401
6938,tamil-nadu,2024,3,krishnagiri,1243966
6939,tamil-nadu,2024,3,madurai,1229378
6940,tamil-nadu,2024,3,tiruchirappalli,1021499
6941,tamil-nadu,2024,3,erode,930653
6942,tamil-nadu,2024,4,chennai,5541760
6943,tamil-nadu,2024,4,coimbatore,2702014
6944,tamil-nadu,2024,4,chengalpattu,2319818
6945,tamil-nadu,2024,4,tiruppur,1731021
6946,tamil-nadu,2024,4,tiruvallur,1698495
6947,tamil-nadu,2024,4,salem,1492614
6948,tamil-nadu,2024,4,krishnagiri,1282448
6949,tamil-nadu,2024,4,madurai,1266349
6950,tamil-nadu,2024,4,tiruchirappalli,1053136
6951,tamil-nadu,2024,4,erode,958405
6952,telangana,2018,1,hyderabad,655175
6953,telangana,2018,1,rangareddy,635175
6954,telangana,2018,1,medchal malkajgiri,549429
6955,telangana,2018,1,sangareddy,142807
6956,telangana,2018,1,warangal urban,133840
6957,telangana,2018,1,karimnagar,100028
6958,telangana,2018,1,khammam,84941
6959,telangana,2018,1,nalgonda,84459
6960,telangana,2018,1,nizamabad,77516
6961,telangana,2018,1,peddapalle,67418
6962,telangana,2018,2,hyderabad,842483
6963,telangana,2018,2,rangareddy,804959
6964,telangana,2018,2,medchal malkajgiri,696211
6965,telangana,2018,2,sangareddy,182673
6966,telangana,2018,2,warangal urban,171260
6967,telangana,2018,2,karimnagar,126122
6968,telangana,2018,2,khammam,111361
6969,telangana,2018,2,nalgonda,110668
6970,telangana,2018,2,nizamabad,100652
6971,telangana,2018,2,peddapalle,86033
6972,telangana,2018,3,hyderabad,1024241
6973,telangana,2018,3,rangareddy,963186
6974,telangana,2018,3,medchal malkajgiri,828425
6975,telangana,2018,3,sangareddy,220802
6976,telangana,2018,3,warangal urban,199919
6977,telangana,2018,3,karimnagar,148562
6978,telangana,2018,3,khammam,135353
6979,telangana,2018,3,nalgonda,134723
6980,telangana,2018,3,nizamabad,120650
6981,telangana,2018,3,peddapalle,102365
6982,telangana,2018,4,hyderabad,1336872
6983,telangana,2018,4,rangareddy,1217664
6984,telangana,2018,4,medchal malkajgiri,1056739
6985,telangana,2018,4,sangareddy,281038
6986,telangana,2018,4,warangal urban,249500
6987,telangana,2018,4,karimnagar,182600
6988,telangana,2018,4,nalgonda,171002
6989,telangana,2018,4,khammam,168485
6990,telangana,2018,4,nizamabad,150190
6991,telangana,2018,4,peddapalle,124191
6992,telangana,2019,1,hyderabad,1638436
6993,telangana,2019,1,rangareddy,1470874
6994,telangana,2019,1,medchal malkajgiri,1279531
6995,telangana,2019,1,sangareddy,346529
6996,telangana,2019,1,warangal urban,301881
6997,telangana,2019,1,karimnagar,218609
6998,telangana,2019,1,nalgonda,211184
6999,telangana,2019,1,khammam,206049
7000,telangana,2019,1,nizamabad,186351
7001,telangana,2019,1,siddipet,152281
7002,telangana,2019,2,hyderabad,1856926
7003,telangana,2019,2,rangareddy,1651300
7004,telangana,2019,2,medchal malkajgiri,1428880
7005,telangana,2019,2,sangareddy,395371
7006,telangana,2019,2,warangal urban,342602
7007,telangana,2019,2,karimnagar,246886
7008,telangana,2019,2,nalgonda,243227
7009,telangana,2019,2,khammam,239435
7010,telangana,2019,2,nizamabad,217841
7011,telangana,2019,2,siddipet,175413
7012,telangana,2019,3,hyderabad,2071673
7013,telangana,2019,3,rangareddy,1826019
7014,telangana,2019,3,medchal malkajgiri,1572320
7015,telangana,2019,3,sangareddy,441944
7016,telangana,2019,3,warangal urban,381730
7017,telangana,2019,3,karimnagar,274735
7018,telangana,2019,3,nalgonda,274568
7019,telangana,2019,3,khammam,270101
7020,telangana,2019,3,nizamabad,248977
7021,telangana,2019,3,siddipet,196397
7022,telangana,2019,4,hyderabad,2283903
7023,telangana,2019,4,rangareddy,2001437
7024,telangana,2019,4,medchal malkajgiri,1714832
7025,telangana,2019,4,sangareddy,493353
7026,telangana,2019,4,warangal urban,421970
7027,telangana,2019,4,nalgonda,312849
7028,telangana,2019,4,karimnagar,305507
7029,telangana,2019,4,khammam,304804
7030,telangana,2019,4,nizamabad,284623
7031,telangana,2019,4,siddipet,221164
7032,telangana,2020,1,hyderabad,2483843
7033,telangana,2020,1,rangareddy,2166829
7034,telangana,2020,1,medchal malkajgiri,1845599
7035,telangana,2020,1,sangareddy,542540
7036,telangana,2020,1,warangal urban,457591
7037,telangana,2020,1,nalgonda,351793
7038,telangana,2020,1,khammam,340747
7039,telangana,2020,1,karimnagar,334300
7040,telangana,2020,1,nizamabad,320572
7041,telangana,2020,1,siddipet,245168
7042,telangana,2020,2,hyderabad,2653534
7043,telangana,2020,2,rangareddy,2313748
7044,telangana,2020,2,medchal malkajgiri,1963353
7045,telangana,2020,2,sangareddy,593360
7046,telangana,2020,2,warangal urban,495066
7047,telangana,2020,2,nalgonda,393199
7048,telangana,2020,2,khammam,380382
7049,telangana,2020,2,karimnagar,362986
7050,telangana,2020,2,nizamabad,362663
7051,telangana,2020,2,siddipet,269076
7052,telangana,2020,3,hyderabad,2875965
7053,telangana,2020,3,rangareddy,2495699
7054,telangana,2020,3,medchal malkajgiri,2111567
7055,telangana,2020,3,sangareddy,649580
7056,telangana,2020,3,warangal urban,535485
7057,telangana,2020,3,nalgonda,435022
7058,telangana,2020,3,khammam,421101
7059,telangana,2020,3,nizamabad,405678
7060,telangana,2020,3,karimnagar,394328
7061,telangana,2020,3,bhadradri kothagudem,297785
7062,telangana,2020,4,hyderabad,3142385
7063,telangana,2020,4,rangareddy,2704868
7064,telangana,2020,4,medchal malkajgiri,2282695
7065,telangana,2020,4,sangareddy,711551
7066,telangana,2020,4,warangal urban,579306
7067,telangana,2020,4,nalgonda,478409
7068,telangana,2020,4,khammam,461801
7069,telangana,2020,4,nizamabad,449731
7070,telangana,2020,4,karimnagar,428019
7071,telangana,2020,4,bhadradri kothagudem,328326
7072,telangana,2021,1,hyderabad,3379663
7073,telangana,2021,1,rangareddy,2906635
7074,telangana,2021,1,medchal malkajgiri,2450573
7075,telangana,2021,1,sangareddy,767476
7076,telangana,2021,1,warangal urban,620947
7077,telangana,2021,1,nalgonda,517727
7078,telangana,2021,1,khammam,497818
7079,telangana,2021,1,nizamabad,485751
7080,telangana,2021,1,karimnagar,459407
7081,telangana,2021,1,bhadradri kothagudem,354847
7082,telangana,2021,2,hyderabad,3598337
7083,telangana,2021,2,rangareddy,3097973
7084,telangana,2021,2,medchal malkajgiri,2611159
7085,telangana,2021,2,sangareddy,820387
7086,telangana,2021,2,warangal urban,661592
7087,telangana,2021,2,nalgonda,555043
7088,telangana,2021,2,khammam,532589
7089,telangana,2021,2,nizamabad,518801
7090,telangana,2021,2,karimnagar,490218
7091,telangana,2021,2,bhadradri kothagudem,380059
7092,telangana,2021,3,hyderabad,3839513
7093,telangana,2021,3,rangareddy,3310906
7094,telangana,2021,3,medchal malkajgiri,2790387
7095,telangana,2021,3,sangareddy,880907
7096,telangana,2021,3,warangal urban,707591
7097,telangana,2021,3,nalgonda,598288
7098,telangana,2021,3,khammam,572647
7099,telangana,2021,3,nizamabad,556044
7100,telangana,2021,3,karimnagar,524929
7101,telangana,2021,3,bhadradri kothagudem,409224
7102,telangana,2021,4,hyderabad,4081185
7103,telangana,2021,4,rangareddy,3523496
7104,telangana,2021,4,medchal malkajgiri,2969740
7105,telangana,2021,4,sangareddy,940845
7106,telangana,2021,4,warangal urban,753613
7107,telangana,2021,4,nalgonda,641044
7108,telangana,2021,4,khammam,612314
7109,telangana,2021,4,nizamabad,593223
7110,telangana,2021,4,karimnagar,559456
7111,telangana,2021,4,bhadradri kothagudem,438017
7112,telangana,2022,1,hyderabad,4306136
7113,telangana,2022,1,rangareddy,3722676
7114,telangana,2022,1,medchal malkajgiri,3138387
7115,telangana,2022,1,sangareddy,997988
7116,telangana,2022,1,warangal urban,797162
7117,telangana,2022,1,nalgonda,681754
7118,telangana,2022,1,khammam,650223
7119,telangana,2022,1,nizamabad,628661
7120,telangana,2022,1,karimnagar,592752
7121,telangana,2022,1,bhadradri kothagudem,465349
7122,telangana,2022,2,hyderabad,4519625
7123,telangana,2022,2,rangareddy,3911372
7124,telangana,2022,2,medchal malkajgiri,3297882
7125,telangana,2022,2,sangareddy,1051378
7126,telangana,2022,2,warangal urban,838533
7127,telangana,2022,2,nalgonda,719911
7128,telangana,2022,2,khammam,685755
7129,telangana,2022,2,nizamabad,662427
7130,telangana,2022,2,karimnagar,624054
7131,telangana,2022,2,bhadradri kothagudem,491003
7132,telangana,2022,3,hyderabad,4739891
7133,telangana,2022,3,rangareddy,4105107
7134,telangana,2022,3,medchal malkajgiri,3463208
7135,telangana,2022,3,sangareddy,1106571
7136,telangana,2022,3,warangal urban,881363
7137,telangana,2022,3,nalgonda,758377
7138,telangana,2022,3,khammam,721877
7139,telangana,2022,3,nizamabad,697031
7140,telangana,2022,3,karimnagar,656534
7141,telangana,2022,3,bhadradri kothagudem,517431
7142,telangana,2022,4,hyderabad,4962214
7143,telangana,2022,4,rangareddy,4296707
7144,telangana,2022,4,medchal malkajgiri,3628619
7145,telangana,2022,4,sangareddy,1159594
7146,telangana,2022,4,warangal urban,923715
7147,telangana,2022,4,nalgonda,793688
7148,telangana,2022,4,khammam,755705
7149,telangana,2022,4,nizamabad,729287
7150,telangana,2022,4,karimnagar,687385
7151,telangana,2022,4,bhadradri kothagudem,542203
7152,telangana,2023,1,hyderabad,5176899
7153,telangana,2023,1,rangareddy,4483193
7154,telangana,2023,1,medchal malkajgiri,3787461
7155,telangana,2023,1,sangareddy,1212607
7156,telangana,2023,1,warangal urban,964802
7157,telangana,2023,1,nalgonda,830827
7158,telangana,2023,1,khammam,790500
7159,telangana,2023,1,nizamabad,761985
7160,telangana,2023,1,karimnagar,718193
7161,telangana,2023,1,bhadradri kothagudem,567571
7162,telangana,2023,2,hyderabad,5349842
7163,telangana,2023,2,rangareddy,4638501
7164,telangana,2023,2,medchal malkajgiri,3918732
7165,telangana,2023,2,sangareddy,1259927
7166,telangana,2023,2,warangal urban,1000275
7167,telangana,2023,2,nalgonda,866073
7168,telangana,2023,2,khammam,822976
7169,telangana,2023,2,nizamabad,792269
7170,telangana,2023,2,karimnagar,745882
7171,telangana,2023,2,bhadradri kothagudem,591314
7172,telangana,2023,3,hyderabad,5543537
7173,telangana,2023,3,rangareddy,4809474
7174,telangana,2023,3,medchal malkajgiri,4064256
7175,telangana,2023,3,sangareddy,1310211
7176,telangana,2023,3,warangal urban,1039220
7177,telangana,2023,3,nalgonda,902281
7178,telangana,2023,3,khammam,857112
7179,telangana,2023,3,nizamabad,823846
7180,telangana,2023,3,karimnagar,775594
7181,telangana,2023,3,bhadradri kothagudem,616038
7182,telangana,2023,4,hyderabad,5720710
7183,telangana,2023,4,rangareddy,4964411
7184,telangana,2023,4,medchal malkajgiri,4195726
7185,telangana,2023,4,sangareddy,1356536
7186,telangana,2023,4,warangal urban,1075692
7187,telangana,2023,4,nalgonda,936167
7188,telangana,2023,4,khammam,888902
7189,telangana,2023,4,nizamabad,854338
7190,telangana,2023,4,karimnagar,803398
7191,telangana,2023,4,bhadradri kothagudem,638916
7192,telangana,2024,1,hyderabad,5928930
7193,telangana,2024,1,rangareddy,5149421
7194,telangana,2024,1,medchal malkajgiri,4352811
7195,telangana,2024,1,sangareddy,1411306
7196,telangana,2024,1,warangal urban,1117693
7197,telangana,2024,1,nalgonda,975830
7198,telangana,2024,1,khammam,925918
7199,telangana,2024,1,nizamabad,889165
7200,telangana,2024,1,karimnagar,835681
7201,telangana,2024,1,bhadradri kothagudem,666127
7202,telangana,2024,2,hyderabad,6138190
7203,telangana,2024,2,rangareddy,5331711
7204,telangana,2024,2,medchal malkajgiri,4507995
7205,telangana,2024,2,sangareddy,1463908
7206,telangana,2024,2,warangal urban,1159405
7207,telangana,2024,2,nalgonda,1013537
7208,telangana,2024,2,khammam,961211
7209,telangana,2024,2,nizamabad,923061
7210,telangana,2024,2,karimnagar,867377
7211,telangana,2024,2,bhadradri kothagudem,691518
7212,telangana,2024,3,rangareddy,5769438
7213,telangana,2024,3,hyderabad,5757304
7214,telangana,2024,3,medchal malkajgiri,4907703
7215,telangana,2024,3,sangareddy,1478576
7216,telangana,2024,3,nizamabad,891370
7217,telangana,2024,3,nalgonda,835287
7218,telangana,2024,3,khammam,804962
7219,telangana,2024,3,karimnagar,745395
7220,telangana,2024,3,hanumakonda,712869
7221,telangana,2024,3,bhadradri kothagudem,599724
7222,telangana,2024,4,rangareddy,5988320
7223,telangana,2024,4,hyderabad,5916910
7224,telangana,2024,4,medchal malkajgiri,5063017
7225,telangana,2024,4,sangareddy,1526801
7226,telangana,2024,4,nizamabad,918096
7227,telangana,2024,4,nalgonda,856881
7228,telangana,2024,4,khammam,825840
7229,telangana,2024,4,karimnagar,765956
7230,telangana,2024,4,hanumakonda,734921
7231,telangana,2024,4,bhadradri kothagudem,617451
7232,tripura,2018,1,west tripura,27242
7233,tripura,2018,1,south tripura,5361
7234,tripura,2018,1,sepahijala,4664
7235,tripura,2018,1,gomati,4509
7236,tripura,2018,1,north tripura,4432
7237,tripura,2018,1,dhalai,3448
7238,tripura,2018,1,khowai,3017
7239,tripura,2018,1,unakoti,2484
7240,tripura,2018,2,west tripura,40345
7241,tripura,2018,2,south tripura,8068
7242,tripura,2018,2,sepahijala,7217
7243,tripura,2018,2,gomati,6973
7244,tripura,2018,2,north tripura,6702
7245,tripura,2018,2,dhalai,5549
7246,tripura,2018,2,khowai,4674
7247,tripura,2018,2,unakoti,3841
7248,tripura,2018,3,west tripura,53531
7249,tripura,2018,3,south tripura,12286
7250,tripura,2018,3,sepahijala,10803
7251,tripura,2018,3,gomati,10168
7252,tripura,2018,3,north tripura,9771
7253,tripura,2018,3,dhalai,8039
7254,tripura,2018,3,khowai,6816
7255,tripura,2018,3,unakoti,5460
7256,tripura,2018,4,west tripura,67549
7257,tripura,2018,4,south tripura,16426
7258,tripura,2018,4,sepahijala,14973
7259,tripura,2018,4,gomati,13542
7260,tripura,2018,4,north tripura,13150
7261,tripura,2018,4,dhalai,10877
7262,tripura,2018,4,khowai,9488
7263,tripura,2018,4,unakoti,7260
7264,tripura,2019,1,west tripura,79732
7265,tripura,2019,1,south tripura,19784
7266,tripura,2019,1,sepahijala,18086
7267,tripura,2019,1,gomati,16370
7268,tripura,2019,1,north tripura,15986
7269,tripura,2019,1,dhalai,13219
7270,tripura,2019,1,khowai,11327
7271,tripura,2019,1,unakoti,8750
7272,tripura,2019,2,west tripura,93241
7273,tripura,2019,2,south tripura,23743
7274,tripura,2019,2,sepahijala,21673
7275,tripura,2019,2,north tripura,19505
7276,tripura,2019,2,gomati,19437
7277,tripura,2019,2,dhalai,15893
7278,tripura,2019,2,khowai,13523
7279,tripura,2019,2,unakoti,10629
7280,tripura,2019,3,west tripura,104949
7281,tripura,2019,3,south tripura,26573
7282,tripura,2019,3,sepahijala,24332
7283,tripura,2019,3,north tripura,22522
7284,tripura,2019,3,gomati,21722
7285,tripura,2019,3,dhalai,18140
7286,tripura,2019,3,khowai,15092
7287,tripura,2019,3,unakoti,12126
7288,tripura,2019,4,west tripura,114108
7289,tripura,2019,4,south tripura,29753
7290,tripura,2019,4,sepahijala,27322
7291,tripura,2019,4,north tripura,25703
7292,tripura,2019,4,gomati,24160
7293,tripura,2019,4,dhalai,20609
7294,tripura,2019,4,khowai,16819
7295,tripura,2019,4,unakoti,13824
7296,tripura,2020,1,west tripura,124538
7297,tripura,2020,1,south tripura,32716
7298,tripura,2020,1,sepahijala,30379
7299,tripura,2020,1,north tripura,28648
7300,tripura,2020,1,gomati,26688
7301,tripura,2020,1,dhalai,22808
7302,tripura,2020,1,khowai,18592
7303,tripura,2020,1,unakoti,15593
7304,tripura,2020,2,west tripura,137156
7305,tripura,2020,2,south tripura,36522
7306,tripura,2020,2,sepahijala,35017
7307,tripura,2020,2,north tripura,32851
7308,tripura,2020,2,gomati,30323
7309,tripura,2020,2,dhalai,26043
7310,tripura,2020,2,khowai,20922
7311,tripura,2020,2,unakoti,17832
7312,tripura,2020,3,west tripura,151432
7313,tripura,2020,3,south tripura,40797
7314,tripura,2020,3,sepahijala,39970
7315,tripura,2020,3,north tripura,37284
7316,tripura,2020,3,gomati,34073
7317,tripura,2020,3,dhalai,29515
7318,tripura,2020,3,khowai,23565
7319,tripura,2020,3,unakoti,20095
7320,tripura,2020,4,west tripura,163752
7321,tripura,2020,4,south tripura,43899
7322,tripura,2020,4,sepahijala,43722
7323,tripura,2020,4,north tripura,40886
7324,tripura,2020,4,gomati,37129
7325,tripura,2020,4,dhalai,32210
7326,tripura,2020,4,khowai,25507
7327,tripura,2020,4,unakoti,22005
7328,tripura,2021,1,west tripura,175841
7329,tripura,2021,1,south tripura,47052
7330,tripura,2021,1,sepahijala,46925
7331,tripura,2021,1,north tripura,44051
7332,tripura,2021,1,gomati,39920
7333,tripura,2021,1,dhalai,34747
7334,tripura,2021,1,khowai,27361
7335,tripura,2021,1,unakoti,23739
7336,tripura,2021,2,west tripura,188123
7337,tripura,2021,2,sepahijala,50606
7338,tripura,2021,2,south tripura,50556
7339,tripura,2021,2,north tripura,47392
7340,tripura,2021,2,gomati,42972
7341,tripura,2021,2,dhalai,37460
7342,tripura,2021,2,khowai,29432
7343,tripura,2021,2,unakoti,25612
7344,tripura,2021,3,west tripura,202122
7345,tripura,2021,3,sepahijala,54797
7346,tripura,2021,3,south tripura,54747
7347,tripura,2021,3,north tripura,51321
7348,tripura,2021,3,gomati,46535
7349,tripura,2021,3,dhalai,40679
7350,tripura,2021,3,khowai,31900
7351,tripura,2021,3,unakoti,27828
7352,tripura,2021,4,west tripura,215860
7353,tripura,2021,4,sepahijala,58818
7354,tripura,2021,4,south tripura,58777
7355,tripura,2021,4,north tripura,55009
7356,tripura,2021,4,gomati,49981
7357,tripura,2021,4,dhalai,43705
7358,tripura,2021,4,khowai,34253
7359,tripura,2021,4,unakoti,29889
7360,tripura,2022,1,west tripura,229161
7361,tripura,2022,1,sepahijala,62906
7362,tripura,2022,1,south tripura,62764
7363,tripura,2022,1,north tripura,58694
7364,tripura,2022,1,gomati,53356
7365,tripura,2022,1,dhalai,46680
7366,tripura,2022,1,khowai,36592
7367,tripura,2022,1,unakoti,31971
7368,tripura,2022,2,west tripura,242041
7369,tripura,2022,2,sepahijala,66602
7370,tripura,2022,2,south tripura,66478
7371,tripura,2022,2,north tripura,62140
7372,tripura,2022,2,gomati,56510
7373,tripura,2022,2,dhalai,49424
7374,tripura,2022,2,khowai,38683
7375,tripura,2022,2,unakoti,33904
7376,tripura,2022,3,west tripura,255161
7377,tripura,2022,3,sepahijala,70255
7378,tripura,2022,3,south tripura,70107
7379,tripura,2022,3,north tripura,65452
7380,tripura,2022,3,gomati,59506
7381,tripura,2022,3,dhalai,52074
7382,tripura,2022,3,khowai,40758
7383,tripura,2022,3,unakoti,35830
7384,tripura,2022,4,west tripura,267713
7385,tripura,2022,4,sepahijala,73240
7386,tripura,2022,4,south tripura,73117
7387,tripura,2022,4,north tripura,68352
7388,tripura,2022,4,gomati,62115
7389,tripura,2022,4,dhalai,54280
7390,tripura,2022,4,khowai,42490
7391,tripura,2022,4,unakoti,37434
7392,tripura,2023,1,west tripura,280021
7393,tripura,2023,1,sepahijala,76900
7394,tripura,2023,1,south tripura,76631
7395,tripura,2023,1,north tripura,71616
7396,tripura,2023,1,gomati,65137
7397,tripura,2023,1,dhalai,56918
7398,tripura,2023,1,khowai,44453
7399,tripura,2023,1,unakoti,39208
7400,tripura,2023,2,west tripura,291531
7401,tripura,2023,2,sepahijala,80758
7402,tripura,2023,2,south tripura,80248
7403,tripura,2023,2,north tripura,74840
7404,tripura,2023,2,gomati,68250
7405,tripura,2023,2,dhalai,59728
7406,tripura,2023,2,khowai,46636
7407,tripura,2023,2,unakoti,41033
7408,tripura,2023,3,west tripura,303494
7409,tripura,2023,3,sepahijala,84329
7410,tripura,2023,3,south tripura,83713
7411,tripura,2023,3,north tripura,78079
7412,tripura,2023,3,gomati,71255
7413,tripura,2023,3,dhalai,62353
7414,tripura,2023,3,khowai,48652
7415,tripura,2023,3,unakoti,42803
7416,tripura,2023,4,west tripura,315337
7417,tripura,2023,4,sepahijala,87910
7418,tripura,2023,4,south tripura,87397
7419,tripura,2023,4,north tripura,81280
7420,tripura,2023,4,gomati,74242
7421,tripura,2023,4,dhalai,64896
7422,tripura,2023,4,khowai,50673
7423,tripura,2023,4,unakoti,44609
7424,tripura,2024,1,west tripura,328332
7425,tripura,2024,1,sepahijala,92008
7426,tripura,2024,1,south tripura,91509
7427,tripura,2024,1,north tripura,84974
7428,tripura,2024,1,gomati,77781
7429,tripura,2024,1,dhalai,67846
7430,tripura,2024,1,khowai,53079
7431,tripura,2024,1,unakoti,46606
7432,tripura,2024,2,west tripura,341477
7433,tripura,2024,2,sepahijala,95889
7434,tripura,2024,2,south tripura,95400
7435,tripura,2024,2,north tripura,88558
7436,tripura,2024,2,gomati,81049
7437,tripura,2024,2,dhalai,70600
7438,tripura,2024,2,khowai,55217
7439,tripura,2024,2,unakoti,48534
7440,tripura,2024,3,west tripura,344910
7441,tripura,2024,3,north tripura,103849
7442,tripura,2024,3,gomati,92687
7443,tripura,2024,3,south tripura,88785
7444,tripura,2024,3,sepahijala,88030
7445,tripura,2024,3,dhalai,79489
7446,tripura,2024,3,unakoti,63383
7447,tripura,2024,3,khowai,55203
7448,tripura,2024,4,west tripura,355845
7449,tripura,2024,4,north tripura,107812
7450,tripura,2024,4,gomati,96003
7451,tripura,2024,4,south tripura,91963
7452,tripura,2024,4,sepahijala,91382
7453,tripura,2024,4,dhalai,82769
7454,tripura,2024,4,unakoti,65864
7455,tripura,2024,4,khowai,57278
7456,uttar-pradesh,2018,1,gautam buddha nagar,448768
7457,uttar-pradesh,2018,1,lucknow,380070
7458,uttar-pradesh,2018,1,ghaziabad,329683
7459,uttar-pradesh,2018,1,prayagraj,220198
7460,uttar-pradesh,2018,1,kanpur nagar,208389
7461,uttar-pradesh,2018,1,varanasi,206788
7462,uttar-pradesh,2018,1,agra,148387
7463,uttar-pradesh,2018,1,gorakhpur,132769
7464,uttar-pradesh,2018,1,meerut,123619
7465,uttar-pradesh,2018,1,bareilly,112369
7466,uttar-pradesh,2018,2,gautam buddha nagar,586350
7467,uttar-pradesh,2018,2,lucknow,506261
7468,uttar-pradesh,2018,2,ghaziabad,434115
7469,uttar-pradesh,2018,2,prayagraj,297113
7470,uttar-pradesh,2018,2,varanasi,288325
7471,uttar-pradesh,2018,2,kanpur nagar,285101
7472,uttar-pradesh,2018,2,agra,205298
7473,uttar-pradesh,2018,2,gorakhpur,181126
7474,uttar-pradesh,2018,2,meerut,167212
7475,uttar-pradesh,2018,2,bareilly,152939
7476,uttar-pradesh,2018,3,gautam buddha nagar,727480
7477,uttar-pradesh,2018,3,lucknow,620328
7478,uttar-pradesh,2018,3,ghaziabad,538532
7479,uttar-pradesh,2018,3,prayagraj,363743
7480,uttar-pradesh,2018,3,varanasi,352604
7481,uttar-pradesh,2018,3,kanpur nagar,349250
7482,uttar-pradesh,2018,3,agra,257453
7483,uttar-pradesh,2018,3,gorakhpur,224409
7484,uttar-pradesh,2018,3,meerut,205977
7485,uttar-pradesh,2018,3,bareilly,187467
7486,uttar-pradesh,2018,4,gautam buddha nagar,951342
7487,uttar-pradesh,2018,4,lucknow,765152
7488,uttar-pradesh,2018,4,ghaziabad,713372
7489,uttar-pradesh,2018,4,prayagraj,451019
7490,uttar-pradesh,2018,4,varanasi,447144
7491,uttar-pradesh,2018,4,kanpur nagar,434315
7492,uttar-pradesh,2018,4,agra,322749
7493,uttar-pradesh,2018,4,gorakhpur,279761
7494,uttar-pradesh,2018,4,meerut,258843
7495,uttar-pradesh,2018,4,bareilly,233073
7496,uttar-pradesh,2019,1,gautam buddha nagar,1143614
7497,uttar-pradesh,2019,1,lucknow,896208
7498,uttar-pradesh,2019,1,ghaziabad,859583
7499,uttar-pradesh,2019,1,prayagraj,532230
7500,uttar-pradesh,2019,1,varanasi,524667
7501,uttar-pradesh,2019,1,kanpur nagar,511583
7502,uttar-pradesh,2019,1,agra,392222
7503,uttar-pradesh,2019,1,gorakhpur,336196
7504,uttar-pradesh,2019,1,meerut,311930
7505,uttar-pradesh,2019,1,bareilly,279714
7506,uttar-pradesh,2019,2,gautam buddha nagar,1282816
7507,uttar-pradesh,2019,2,lucknow,1011470
7508,uttar-pradesh,2019,2,ghaziabad,975605
7509,uttar-pradesh,2019,2,prayagraj,602739
7510,uttar-pradesh,2019,2,kanpur nagar,585796
7511,uttar-pradesh,2019,2,varanasi,583444
7512,uttar-pradesh,2019,2,agra,461224
7513,uttar-pradesh,2019,2,gorakhpur,387961
7514,uttar-pradesh,2019,2,meerut,361091
7515,uttar-pradesh,2019,2,bareilly,318597
7516,uttar-pradesh,2019,3,gautam buddha nagar,1415905
7517,uttar-pradesh,2019,3,lucknow,1124832
7518,uttar-pradesh,2019,3,ghaziabad,1088568
7519,uttar-pradesh,2019,3,prayagraj,667277
7520,uttar-pradesh,2019,3,kanpur nagar,655175
7521,uttar-pradesh,2019,3,varanasi,639586
7522,uttar-pradesh,2019,3,agra,530228
7523,uttar-pradesh,2019,3,gorakhpur,434172
7524,uttar-pradesh,2019,3,meerut,408972
7525,uttar-pradesh,2019,3,bareilly,356146
7526,uttar-pradesh,2019,4,gautam buddha nagar,1537791
7527,uttar-pradesh,2019,4,lucknow,1221681
7528,uttar-pradesh,2019,4,ghaziabad,1189357
7529,uttar-pradesh,2019,4,prayagraj,738307
7530,uttar-pradesh,2019,4,kanpur nagar,718251
7531,uttar-pradesh,2019,4,varanasi,706509
7532,uttar-pradesh,2019,4,agra,593453
7533,uttar-pradesh,2019,4,gorakhpur,483523
7534,uttar-pradesh,2019,4,meerut,455353
7535,uttar-pradesh,2019,4,bareilly,398897
7536,uttar-pradesh,2020,1,gautam buddha nagar,1656331
7537,uttar-pradesh,2020,1,lucknow,1329098
7538,uttar-pradesh,2020,1,ghaziabad,1296464
7539,uttar-pradesh,2020,1,prayagraj,816436
7540,uttar-pradesh,2020,1,kanpur nagar,788847
7541,uttar-pradesh,2020,1,varanasi,777234
7542,uttar-pradesh,2020,1,agra,668251
7543,uttar-pradesh,2020,1,gorakhpur,539316
7544,uttar-pradesh,2020,1,meerut,509693
7545,uttar-pradesh,2020,1,bareilly,452872
7546,uttar-pradesh,2020,2,gautam buddha nagar,1756163
7547,uttar-pradesh,2020,2,lucknow,1434386
7548,uttar-pradesh,2020,2,ghaziabad,1399514
7549,uttar-pradesh,2020,2,prayagraj,892787
